timestamp,comment-id,voter-id,vote
1477593958701,5,12,-1
1477594711472,5,14,1
1477596732946,5,15,0
1477597790998,5,17,-1
1477610640187,5,18,-1
1477615049430,5,19,1
1477642106704,5,20,-1
1477649923974,5,21,1
1477665772265,5,23,-1
1477672080973,5,24,-1
1477681352787,5,25,-1
1477686310088,5,26,-1
1477704767951,5,29,-1
1477707355886,5,31,0
1477710694822,5,33,-1
1477714322078,5,35,-1
1477755610347,5,36,0
1477785396935,5,37,-1
1477762450197,5,38,1
1477762714878,5,39,0
1477762874529,5,40,0
1477763457256,5,41,1
1477948149582,5,43,1
1477948502369,5,44,-1
1477988525632,5,45,-1
1477505551934,6,0,0
1477573350829,6,1,1
1477576602594,6,3,-1
1477577617355,6,4,-1
1477577754599,6,5,1
1477580791006,6,7,1
1477581202596,6,8,1
1477584855033,6,9,1
1477592902873,6,11,0
1477593727283,6,12,1
1477594842114,6,14,1
1477596460270,6,15,1
1477597922376,6,17,1
1477610534158,6,18,1
1477615198002,6,19,1
1477642130201,6,20,1
1477649803561,6,21,1
1477657817836,6,22,-1
1477665743301,6,23,1
1477682746257,6,24,-1
1477681273679,6,25,-1
1477686369511,6,26,1
1477704720596,6,29,1
1477707562722,6,31,1
1477710623748,6,33,1
1477714113805,6,35,-1
1477755595820,6,36,1
1477785393430,6,37,1
1477762871530,6,38,1
1477762609245,6,39,1
1477762865518,6,40,1
1477948508646,6,44,1
1477988549222,6,45,-1
1478011576089,6,48,1
1477505562046,7,0,0
1477573370716,7,1,-1
1477576626652,7,3,-1
1477577572684,7,4,-1
1477577837268,7,5,-1
1477580774546,7,7,-1
1477581256714,7,8,-1
1477584865551,7,9,-1
1477592908397,7,11,-1
1477593889324,7,12,-1
1477594699731,7,14,1
1477597793601,7,17,-1
1477610531597,7,18,-1
1477614941717,7,19,1
1477642148570,7,20,-1
1477649953362,7,21,-1
1477657862098,7,22,0
1477665827672,7,23,1
1477682807533,7,24,1
1477681261783,7,25,-1
1477686261229,7,26,-1
1477692806150,7,27,-1
1477704771661,7,29,-1
1477704841395,7,30,0
1477707403797,7,31,-1
1477710676928,7,33,-1
1477711060002,7,34,-1
1477714269053,7,35,-1
1477755582378,7,36,0
1477785515149,7,37,-1
1477762908842,7,38,-1
1477762725770,7,39,-1
1477762714365,7,40,-1
1477948144949,7,43,-1
1477948400878,7,44,1
1477988534620,7,45,-1
1478020178010,7,49,-1
1477505577194,8,0,0
1477573354092,8,1,-1
1477576586399,8,3,-1
1477577579067,8,4,-1
1477577988599,8,5,-1
1477580722779,8,7,-1
1477581243918,8,8,1
1477584990754,8,9,-1
1477592995684,8,11,-1
1477593792183,8,12,-1
1477594916717,8,14,-1
1477597850353,8,17,-1
1477610653457,8,18,1
1477615223703,8,19,1
1477642168792,8,20,-1
1477649938041,8,21,1
1477657850019,8,22,-1
1477665856336,8,23,-1
1477682865810,8,24,1
1477681231819,8,25,-1
1477686490542,8,26,-1
1477692784995,8,27,0
1477705215140,8,29,-1
1477707517777,8,31,0
1477710700292,8,33,-1
1477714279375,8,35,-1
1477755603116,8,36,0
1477785212090,8,37,1
1477762824918,8,38,-1
1477762524159,8,39,-1
1477762757680,8,40,-1
1477948089009,8,43,-1
1477948436481,8,44,-1
1477988437501,8,45,-1
1477505591512,9,0,0
1477573431451,9,1,-1
1477576615071,9,3,1
1477577549202,9,4,-1
1477578004156,9,5,0
1477580731318,9,7,1
1477581279415,9,8,1
1477584964425,9,9,1
1477593023559,9,11,1
1477593953306,9,12,1
1477594851425,9,14,1
1477597877546,9,17,0
1477610575663,9,18,1
1477615065014,9,19,1
1477642174511,9,20,1
1477649912526,9,21,1
1477657808708,9,22,1
1477665754326,9,23,-1
1477682805220,9,24,1
1477681221331,9,25,-1
1477686355036,9,26,0
1477692793281,9,27,-1
1477704751746,9,29,-1
1477704809618,9,30,-1
1477707556234,9,31,1
1477710640535,9,33,-1
1477714348855,9,35,-1
1477755743410,9,36,1
1477785434180,9,37,1
1477762955311,9,38,1
1477762705374,9,39,1
1477762708207,9,40,1
1477762900516,9,41,1
1477948155598,9,43,1
1477948493727,9,44,-1
1477988361157,9,45,-1
1477505602725,10,0,0
1477573311100,10,1,-1
1477576477686,10,2,-1
1477576700763,10,3,-1
1477577593127,10,4,1
1477577842595,10,5,-1
1477580769759,10,7,-1
1477581191073,10,8,1
1477584912529,10,9,-1
1477592946255,10,11,1
1477593977677,10,12,-1
1477594913884,10,14,-1
1477596440371,10,15,0
1477597917861,10,17,1
1477610627131,10,18,1
1477614934581,10,19,-1
1477642101095,10,20,-1
1477649897813,10,21,1
1477657738560,10,22,0
1477665808634,10,23,-1
1477682875347,10,24,1
1477681167991,10,25,1
1477686443930,10,26,-1
1477692902794,10,27,-1
1477704726879,10,29,-1
1477707340904,10,31,0
1477710672796,10,33,-1
1477711068713,10,34,1
1477714338352,10,35,1
1477755653814,10,36,-1
1477785437072,10,37,-1
1477762780670,10,38,1
1477762702812,10,39,0
1477762535439,10,40,1
1477762760777,10,41,1
1477948221564,10,43,1
1477948505804,10,44,1
1477988542242,10,45,1
1477505614176,11,0,0
1477573396823,11,1,-1
1477575698711,11,2,-1
1477576674335,11,3,-1
1477577564502,11,4,-1
1477577764386,11,5,1
1477579842830,11,6,1
1477580773210,11,7,-1
1477581246919,11,8,1
1477584870246,11,9,1
1477586307877,11,10,1
1477593021203,11,11,-1
1477593818319,11,12,1
1477594715164,11,14,1
1477596746821,11,15,0
1477597883577,11,17,0
1477610609896,11,18,1
1477615061697,11,19,1
1477642031180,11,20,1
1477649883241,11,21,1
1477665838587,11,23,1
1477682637970,11,24,1
1477681113701,11,25,1
1477686340864,11,26,1
1477692899529,11,27,-1
1477703760786,11,28,1
1477705174064,11,29,1
1477707374692,11,31,0
1477707711387,11,32,1
1477710588196,11,33,-1
1477714152126,11,35,-1
1477755697415,11,36,1
1477785409056,11,37,-1
1477762709814,11,39,1
1477762625821,11,40,1
1477762854293,11,41,1
1477948064353,11,43,-1
1477948489552,11,44,-1
1477988538776,11,45,1
1478011571898,11,48,1
1478020130770,11,49,1
1477505622609,12,0,0
1477573407259,12,1,0
1477575687156,12,2,-1
1477576687647,12,3,-1
1477577516867,12,4,-1
1477577774829,12,5,1
1477580786856,12,7,1
1477581276232,12,8,1
1477584915946,12,9,1
1477592982222,12,11,1
1477593812887,12,12,-1
1477594854420,12,14,1
1477597841320,12,17,1
1477610656498,12,18,1
1477615178522,12,19,-1
1477642132220,12,20,-1
1477649841212,12,21,1
1477657781654,12,22,1
1477665870605,12,23,-1
1477682869660,12,24,-1
1477681339694,12,25,-1
1477686413118,12,26,0
1477692855300,12,27,-1
1477704763878,12,29,1
1477704843848,12,30,0
1477707444381,12,31,0
1477710671028,12,33,-1
1477714357575,12,35,-1
1477755681715,12,36,1
1477785359197,12,37,1
1477762868111,12,38,1
1477762649228,12,39,1
1477762945937,12,40,1
1477763405751,12,41,0
1477948101701,12,43,-1
1477948476248,12,44,-1
1477988567387,12,45,-1
1478020149184,12,49,-1
1477505633044,13,0,0
1477573401050,13,1,1
1477576609119,13,3,-1
1477577615851,13,4,-1
1477577793784,13,5,1
1477580727396,13,7,0
1477581231654,13,8,1
1477585013085,13,9,1
1477592912885,13,11,1
1477593901956,13,12,-1
1477594890261,13,14,1
1477596495719,13,15,0
1477597827466,13,17,1
1477610598387,13,18,1
1477615057679,13,19,1
1477642120097,13,20,-1
1477649830098,13,21,1
1477665732773,13,23,1
1477682758416,13,24,-1
1477681370428,13,25,-1
1477686292939,13,26,1
1477704728853,13,29,1
1477707537187,13,31,1
1477710675500,13,33,-1
1477714365763,13,35,-1
1477755588736,13,36,1
1477785519523,13,37,1
1477762879872,13,38,1
1477762519245,13,39,-1
1477762948658,13,40,1
1477948239282,13,43,1
1477948388558,13,44,1
1477988348360,13,45,1
1478011435670,13,46,1
1477505641735,14,0,0
1477573283428,14,1,1
1477576440835,14,2,0
1477576660929,14,3,-1
1477577584365,14,4,-1
1477577979445,14,5,0
1477580688840,14,7,1
1477581277435,14,8,1
1477585032342,14,9,1
1477593056372,14,11,1
1477593833211,14,12,1
1477594798357,14,14,-1
1477596474085,14,15,1
1477597853173,14,17,0
1477610578843,14,18,1
1477615053718,14,19,1
1477642141184,14,20,-1
1477649837929,14,21,1
1477665797605,14,23,-1
1477682862964,14,24,1
1477681227732,14,25,1
1477686456388,14,26,1
1477705166443,14,29,1
1477704833085,14,30,-1
1477707490570,14,31,1
1477707722375,14,32,1
1477710681189,14,33,1
1477714248432,14,35,-1
1477755746329,14,36,1
1477785402625,14,37,-1
1477762883518,14,38,0
1477762632463,14,39,1
1477762550281,14,40,1
1477948116872,14,43,-1
1477948486939,14,44,-1
1477988552537,14,45,1
1477505651073,15,0,0
1477573373130,15,1,1
1477576713345,15,3,1
1477577565867,15,4,-1
1477577722592,15,5,1
1477579872610,15,6,1
1477580783714,15,7,1
1477581234374,15,8,1
1477584902705,15,9,1
1477593005742,15,11,1
1477593797156,15,12,1
1477594871130,15,14,1
1477596471741,15,15,1
1477597829839,15,17,-1
1477610589303,15,18,1
1477615184985,15,19,1
1477642094234,15,20,1
1477649893057,15,21,1
1477657765333,15,22,1
1477665811718,15,23,1
1477682846656,15,24,1
1477681317396,15,25,1
1477686496244,15,26,0
1477692844899,15,27,1
1477704762447,15,29,1
1477704819821,15,30,-1
1477707498700,15,31,1
1477710730620,15,33,1
1477714108000,15,35,-1
1477755749459,15,36,1
1477785232885,15,37,1
1477762889949,15,38,1
1477762531874,15,39,1
1477762805567,15,40,1
1477763351261,15,41,0
1477948409505,15,44,1
1477988655823,15,45,-1
1477505663801,16,0,0
1477573366353,16,1,1
1477576636367,16,3,1
1477577622396,16,4,-1
1477577996240,16,5,1
1477580724535,16,7,1
1477581233525,16,8,1
1477584841486,16,9,1
1477592920871,16,11,1
1477593941934,16,12,1
1477594887591,16,14,-1
1477597763587,16,16,1
1477597912627,16,17,0
1477610596696,16,18,1
1477615227215,16,19,1
1477642092498,16,20,1
1477649949980,16,21,1
1477657768094,16,22,1
1477665836471,16,23,1
1477682877265,16,24,1
1477681166266,16,25,1
1477686483445,16,26,1
1477692758416,16,27,1
1477705191106,16,29,1
1477704761820,16,30,-1
1477707476069,16,31,1
1477710609773,16,33,1
1477714266571,16,35,-1
1477755618690,16,36,1
1477785161215,16,37,1
1477762634978,16,39,1
1477762736387,16,40,1
1477948053780,16,43,1
1477948420309,16,44,-1
1477988545280,16,45,1
1478020159323,16,49,-1
1477505675414,17,0,0
1477573277686,17,1,1
1477576474901,17,2,-1
1477576702698,17,3,-1
1477577614376,17,4,-1
1477577846171,17,5,1
1477580719249,17,7,1
1477581247846,17,8,1
1477584993725,17,9,1
1477593001702,17,11,1
1477593801711,17,12,1
1477594764801,17,14,1
1477596407399,17,15,1
1477597897778,17,17,0
1477610622715,17,18,1
1477614978414,17,19,1
1477642026939,17,20,1
1477649927009,17,21,1
1477657834654,17,22,1
1477665911639,17,23,1
1477682695762,17,24,1
1477681251465,17,25,1
1477686275370,17,26,1
1477692889924,17,27,1
1477705203483,17,29,1
1477707349735,17,31,1
1477710635928,17,33,1
1477714358993,17,35,-1
1477755663258,17,36,1
1477785247564,17,37,1
1477762886331,17,38,1
1477762727545,17,39,1
1477762734397,17,40,1
1477948464304,17,44,-1
1477988627947,17,45,1
1477505683155,18,0,0
1477573333633,18,1,1
1477576438243,18,2,0
1477576683325,18,3,-1
1477577518243,18,4,-1
1477577729563,18,5,1
1477580699500,18,7,0
1477581278343,18,8,1
1477584997670,18,9,1
1477593059379,18,11,1
1477593765583,18,12,1
1477594868920,18,14,1
1477596499894,18,15,1
1477597887221,18,17,0
1477610624640,18,18,1
1477615234126,18,19,1
1477642181225,18,20,1
1477649919786,18,21,1
1477657722714,18,22,1
1477665868434,18,23,1
1477682632940,18,24,1
1477681315434,18,25,1
1477686381914,18,26,1
1477692812721,18,27,0
1477705205148,18,29,1
1477704854558,18,30,1
1477707415556,18,31,1
1477710630939,18,33,0
1477714153904,18,35,-1
1477755689758,18,36,-1
1477785518041,18,37,1
1477762792243,18,38,1
1477762717111,18,39,0
1477762701098,18,40,0
1477763489805,18,41,1
1477948139514,18,43,1
1477948474668,18,44,1
1477988454218,18,45,-1
1477505703768,19,0,0
1477573280250,19,1,1
1477575715014,19,2,0
1477576583460,19,3,-1
1477577554287,19,4,-1
1477577739529,19,5,1
1477580785617,19,7,1
1477581230843,19,8,1
1477584860815,19,9,1
1477593003704,19,11,1
1477593873817,19,12,1
1477594892141,19,14,1
1477596476446,19,15,1
1477597880654,19,17,-1
1477610634797,19,18,1
1477615203256,19,19,1
1477642186370,19,20,1
1477649905631,19,21,1
1477665907396,19,23,1
1477682749437,19,24,1
1477681355740,19,25,1
1477686450552,19,26,1
1477692781343,19,27,0
1477704754593,19,29,1
1477704837247,19,30,1
1477707559330,19,31,1
1477710592352,19,33,0
1477711065855,19,34,1
1477714275999,19,35,-1
1477755686991,19,36,-1
1477785391197,19,37,1
1477763064175,19,38,1
1477762662490,19,39,1
1477762861835,19,40,1
1477763412251,19,41,1
1477948104652,19,43,1
1477948503844,19,44,1
1477988675083,19,45,1
1477505710606,20,0,0
1477573344246,20,1,1
1477576590585,20,3,-1
1477577586056,20,4,-1
1477577766023,20,5,1
1477580732653,20,7,1
1477581217193,20,8,1
1477585015158,20,9,1
1477593015667,20,11,1
1477593913240,20,12,1
1477594801127,20,14,1
1477596480864,20,15,1
1477597924409,20,17,0
1477610528025,20,18,1
1477615205038,20,19,1
1477642143682,20,20,1
1477649857254,20,21,1
1477657822420,20,22,1
1477665832674,20,23,1
1477682734018,20,24,1
1477681367423,20,25,1
1477686343902,20,26,1
1477692881180,20,27,1
1477705206394,20,29,1
1477707344689,20,31,0
1477710728903,20,33,1
1477714118746,20,35,-1
1477755758172,20,36,1
1477785491638,20,37,1
1477762656016,20,38,1
1477762660552,20,39,1
1477762863580,20,40,1
1477948206864,20,43,-1
1477948473447,20,44,-1
1477988531431,20,45,-1
1478020127727,20,49,1
1477505720456,21,0,0
1477573409310,21,1,1
1477575674703,21,2,1
1477576638515,21,3,-1
1477577619038,21,4,-1
1477577785224,21,5,1
1477580702836,21,7,1
1477581245281,21,8,1
1477584931705,21,9,1
1477592917212,21,11,1
1477593898176,21,12,1
1477594845629,21,14,1
1477597822196,21,17,-1
1477610600090,21,18,1
1477615249915,21,19,1
1477642068093,21,20,1
1477649825208,21,21,1
1477657824204,21,22,1
1477665851142,21,23,1
1477682801917,21,24,1
1477681181761,21,25,1
1477686299640,21,26,1
1477692809424,21,27,1
1477704717689,21,29,1
1477707544746,21,31,1
1477710633164,21,33,1
1477714367181,21,35,-1
1477755733069,21,36,1
1477785198279,21,37,1
1477763075919,21,38,1
1477762646277,21,39,1
1477762816441,21,40,1
1477763448426,21,41,1
1477948110806,21,43,1
1477948491533,21,44,-1
1477988458317,21,45,-1
1478020182521,21,49,1
1477505730645,22,0,0
1477573342086,22,1,1
1477576685807,22,3,-1
1477577515110,22,4,-1
1477577995071,22,5,1
1477580762825,22,7,1
1477581232600,22,8,1
1477585050667,22,9,1
1477593017218,22,11,1
1477593806359,22,12,1
1477594020855,22,13,1
1477594856591,22,14,1
1477596463237,22,15,1
1477597915424,22,17,1
1477610633141,22,18,1
1477615026873,22,19,1
1477642066729,22,20,1
1477649890690,22,21,1
1477657810589,22,22,1
1477665725796,22,23,1
1477682707118,22,24,1
1477681330854,22,25,1
1477686322793,22,26,1
1477692817017,22,27,1
1477704747595,22,29,1
1477707501817,22,31,1
1477710637769,22,33,1
1477714155815,22,35,-1
1477755692487,22,36,1
1477785520834,22,37,1
1477763090666,22,38,1
1477762509423,22,39,1
1477762710247,22,40,1
1477948229925,22,43,1
1477948405073,22,44,1
1477988405074,22,45,1
1478020166834,22,49,1
1477505739541,23,0,0
1477573319624,23,1,1
1477576651717,23,3,1
1477577562778,23,4,1
1477577795536,23,5,1
1477580735136,23,7,1
1477581222326,23,8,1
1477584921088,23,9,1
1477592859621,23,11,1
1477593877466,23,12,1
1477594725294,23,14,1
1477596502101,23,15,1
1477597920320,23,17,0
1477610591149,23,18,1
1477615217398,23,19,1
1477642145246,23,20,1
1477649827926,23,21,1
1477665830920,23,23,1
1477682735582,23,24,1
1477681329164,23,25,1
1477686296549,23,26,1
1477704723044,23,29,1
1477704835013,23,30,1
1477707438326,23,31,1
1477710691666,23,33,1
1477714116693,23,35,-1
1477755592863,23,36,1
1477759482531,23,37,1
1477762837590,23,38,0
1477762637332,23,39,1
1477762944281,23,40,1
1477762892017,23,41,1
1477829189800,23,42,1
1477948211457,23,43,1
1477948507336,23,44,1
1477988449175,23,45,1
1478011505995,23,47,1
1478020163481,23,49,1
1477505755920,24,0,0
1477573367992,24,1,1
1477576580341,24,3,1
1477577539897,24,4,1
1477577757571,24,5,1
1477579839169,24,6,1
1477580733885,24,7,1
1477581258005,24,8,-1
1477584918903,24,9,1
1477592999580,24,11,1
1477593917154,24,12,1
1477594013380,24,13,1
1477594693439,24,14,1
1477596739981,24,15,1
1477597875236,24,17,1
1477610615358,24,18,1
1477615152507,24,19,1
1477642065129,24,20,1
1477649865316,24,21,1
1477665867329,24,23,1
1477682855373,24,24,1
1477681319230,24,25,1
1477686325332,24,26,1
1477692868869,24,27,1
1477705184181,24,29,1
1477704845541,24,30,1
1477707504168,24,31,1
1477710586113,24,33,1
1477714246226,24,35,-1
1477755730711,24,36,1
1477785452129,24,37,1
1477762831669,24,38,1
1477762605734,24,39,1
1477762779034,24,40,1
1477762927264,24,41,1
1477948141067,24,43,1
1477948450454,24,44,1
1477988596267,24,45,1
1478011567020,24,48,1
1478020125406,24,49,1
1477515355644,25,0,0
1477573390627,25,1,-1
1477576597323,25,2,0
1477576597512,25,2,0
1477576648933,25,3,-1
1477577547354,25,4,-1
1477578013728,25,5,-1
1477580789600,25,7,1
1477581229183,25,8,1
1477584888991,25,9,-1
1477593053327,25,11,-1
1477593867126,25,12,-1
1477594761581,25,14,0
1477596728374,25,15,0
1477597893698,25,17,-1
1477610524707,25,18,-1
1477615021758,25,19,-1
1477642090462,25,20,-1
1477649933144,25,21,-1
1477657845775,25,22,0
1477665794180,25,23,-1
1477672134498,25,24,-1
1477681194630,25,25,-1
1477686364675,25,26,-1
1477692838778,25,27,-1
1477705181755,25,29,-1
1477704789521,25,30,1
1477707456092,25,31,-1
1477710704595,25,33,-1
1477714173250,25,35,-1
1477755646621,25,36,-1
1477785459312,25,37,-1
1477762855359,25,38,-1
1477762614578,25,39,1
1477762545449,25,40,-1
1477762872158,25,41,-1
1477948234940,25,43,-1
1477948418118,25,44,1
1477988511009,25,45,-1
1478020134917,25,49,1
1477515504151,26,0,0
1477573377662,26,1,-1
1477576718474,26,3,1
1477577612578,26,4,-1
1477578020329,26,5,0
1477580761097,26,7,1
1477581283080,26,8,1
1477584982774,26,9,1
1477592869153,26,11,-1
1477593884933,26,12,-1
1477594825372,26,14,-1
1477596469038,26,15,-1
1477597807563,26,17,-1
1477610620415,26,18,-1
1477615193755,26,19,-1
1477642191847,26,20,1
1477649947883,26,21,-1
1477657778056,26,22,-1
1477665865720,26,23,1
1477672580961,26,24,-1
1477681359641,26,25,-1
1477686253814,26,26,-1
1477704713404,26,29,-1
1477707551532,26,31,-1
1477710628350,26,33,-1
1477714354434,26,35,-1
1477755738802,26,36,-1
1477785350771,26,37,1
1477763080793,26,38,1
1477762528317,26,39,-1
1477762559626,26,40,-1
1477762650639,26,41,1
1477948128990,26,43,-1
1477948395940,26,44,0
1477988422527,26,45,-1
1478020138259,26,49,1
1477516023915,27,0,0
1477573330994,27,1,-1
1477576499678,27,2,-1
1477576667653,27,3,-1
1477577609566,27,4,-1
1477577802203,27,5,-1
1477580750941,27,7,-1
1477581273432,27,8,-1
1477585021999,27,9,-1
1477593036648,27,11,-1
1477593932459,27,12,-1
1477594686117,27,14,-1
1477596455460,27,15,-1
1477597862783,27,17,-1
1477610507579,27,18,-1
1477614972817,27,19,-1
1477642179177,27,20,-1
1477649846044,27,21,1
1477657677691,27,22,-1
1477665905489,27,23,-1
1477682799086,27,24,-1
1477681345238,27,25,-1
1477686287534,27,26,-1
1477692865795,27,27,-1
1477705171030,27,29,-1
1477707472864,27,31,-1
1477710568459,27,33,-1
1477714243682,27,35,-1
1477755629952,27,36,-1
1477785217346,27,37,-1
1477762486166,27,38,1
1477762658373,27,39,-1
1477762849183,27,40,-1
1477948536945,27,44,0
1477988600621,27,45,-1
1477516050485,28,0,0
1477573380954,28,1,1
1477576431973,28,2,1
1477576681508,28,3,1
1477577576534,28,4,1
1477577727287,28,5,1
1477579780713,28,6,1
1477580697180,28,7,0
1477581200627,28,8,-1
1477584970359,28,9,1
1477593071896,28,11,1
1477593894216,28,12,1
1477594018864,28,13,1
1477594672200,28,14,1
1477596507402,28,15,0
1477597815148,28,17,1
1477610650120,28,18,1
1477615158058,28,19,1
1477642078035,28,20,1
1477649834017,28,21,1
1477657732107,28,22,1
1477665715008,28,23,1
1477682860549,28,24,1
1477681236653,28,25,1
1477686330679,28,26,1
1477692824511,28,27,1
1477704687826,28,29,1
1477707509199,28,31,1
1477710613875,28,33,1
1477714363230,28,35,1
1477755787797,28,36,1
1477785483865,28,37,1
1477763058930,28,38,1
1477762721878,28,39,1
1477762859004,28,40,1
1477763337898,28,41,1
1477948078119,28,43,1
1477948413506,28,44,1
1477988443982,28,45,1
1478011570889,28,48,1
1477516560408,29,0,0
1477573301304,29,1,1
1477576488848,29,2,1
1477576595036,29,3,1
1477577569621,29,4,1
1477577744629,29,5,1
1477579751913,29,6,1
1477580739846,29,7,1
1477581254310,29,8,-1
1477585064243,29,9,1
1477592880851,29,11,1
1477593829260,29,12,1
1477594744798,29,14,1
1477596446522,29,15,1
1477597803070,29,17,1
1477610587433,29,18,1
1477615074699,29,19,1
1477642062930,29,20,1
1477649962776,29,21,1
1477665849300,29,23,1
1477672547686,29,24,1
1477681266681,29,25,1
1477686267364,29,26,1
1477692896519,29,27,1
1477704682201,29,29,1
1477704796917,29,30,1
1477707524011,29,31,1
1477710689526,29,33,1
1477711039984,29,34,1
1477714237788,29,35,1
1477755722508,29,36,1
1477785441534,29,37,1
1477762960664,29,38,1
1477762488529,29,39,1
1477762940762,29,40,1
1477762851366,29,41,1
1477948244982,29,43,1
1477948539173,29,44,0
1477988592754,29,45,1
1478011567938,29,48,1
1477516585773,30,0,0
1477573364643,30,1,1
1477576671165,30,3,1
1477577535862,30,4,1
1477577709360,30,5,1
1477580779460,30,7,1
1477581265836,30,8,-1
1477585047563,30,9,1
1477593042478,30,11,1
1477593937601,30,12,1
1477594025590,30,13,1
